institution,course,type,salary6monthsafter,mediantariff
10004797,Film  and  Television  and  Philosophy,BA,17000,115.75
10004797,Filmmaking,BA,18000,141.125
10004797,Financial  Mathematics,BSc,22000,117
10004797,Financial  Mathematics,BSc,22000,115
10004797,Fine  Art,BA,18000,151.5
10004797,Flim  and  Production  Technology,BSc,17000,115.125
10004797,Food  Science  &  Technology,BSc,20000,145.15384
10004797,Food  Science  &  Technology,BSc,20000,145.15384
10004797,Forensic  Science,BSc,18000,112
10004797,Forensic  Science,BSc,18000,150
10004797,Forensic  Science,MSci,18000,141
10004797,French  and  Spanish,BA,19000,104.57143
10004797,Furniture  and  Product  Design,BA,18000,122
10004797,Furniture  and  Product  Design,BA,18000,122
10004797,Games  Production,BSc,22000,135.5
10004797,Geography,BSc,18000,115
10004797,Geography,BSc,18000,115
10004797,Geography,MGeog,18000,115
10004797,Geography,MGeog,18000,115
10004797,Geography  (Physical),BSc,18000,119.5
10004797,Geography  (Physical),BSc,18000,115
10004797,Global  Studies  and  International  Relations,BA,25000,0
10004797,Global  Studies  and  Tesol,BA,21000,0
10004797,Graphic  Design,BA,18000,163.5
10004797,Health  and  Social  Care,BA,24000,136.18182
10004797,Health  and  Social  Care,BA,26000,0
10004797,History  and  International  Relations,BA,19000,96
10004797,History  and  International  Relations,BA,25000,0
10004797,History  and  Politics,BA,18000,108.5
10004797,History  and  Politics,BA,25000,0
10004797,Information  and  Communications  Technology,BSc,22000,106
10004797,Information  and  Communications  Technology,BSc,22000,123.25
10004797,Information  Systems,BSc,22000,131.75
10004797,Information  Systems,BSc,22000,135.5
10004797,Interior  Architecture  and  Design,BA,18000,157.63637
10004797,Interior  Architecture  and  Design,BA,18000,122
10004797,International  Business,BA,21000,140.35294
10004797,International  Business,BA,21000,131.75
10004797,International  Law,LLB,18000,112
10004797,International  Relations,BA,19000,120.57143
10004797,Journalism,BA,17000,132.5
10004797,Law,LLB,18000,139.25
10004797,Law,LLB,18000,112
10004797,Law  with  Business,LLB,19000,117
10004797,Law  with  Criminology,LLB,18000,123.73913
10004797,Law  with  Psychology,LLB,18000,124.85714
10004797,Live  and  Technical  Events,BSc,18000,157.92857
10004797,Management  Leadership,BA,22000,126.25
10004797,Marketing,BA,20000,138.8
10004797,Marketing,BA,20000,147.75
10004797,Mathematics,BSc,22000,112
10004797,Mathematics,MMath,22000,125.33334
10004797,Mathematics,MMath,22000,125.33334
10004797,Mathematics,BSc,22000,119.5
10004797,Mechanical  Engineering,BEng,26000,120.03571
10004797,Mechanical  Engineering,BEng,26000,120.03571
10004797,Mechanical  Engineering,MEng,26000,120.03571
10004797,Mechanical  Enginerring,MEng,26000,120.03571
10004797,Media,BA,17000,115
10004797,Media  and  Film  and  Television,BA,17000,105
10004797,Media  and  International  Relations,BA,25000,0
10004797,Microbiology,MBiol,18000,117.625
10004797,Microbiology,BSc,18000,119.5
10004797,Microbiology,BSc,18000,115.75
10004797,Microbiology,MBiol,18000,117.625
10004797,Pharmaceutical  and  Medicinal  Chemistry,BSc,20000,115.75
10004797,Pharmaceutical  and  Medicinal  Chemistry,BSc,20000,107.53846
10004797,Pharmacology,BSc,18000,124
10004797,Pharmacology,BSc,18000,119.5
10004797,Photography,BA,18000,139.25
10004797,Physics,BSc,23000,96
10004797,Physics,BSc,23000,117
10004797,Physics,MSci,23000,117
10004797,Physics  with  Astrophysics,BSc,23000,122
10004797,Physics  with  Astrophysics,BSc,23000,117
10004797,Physics  with  Nuclear  Technology,BSc,23000,119.5
10004797,Physics  with  Nuclear  Technology,BSc,23000,117
10004797,Policing,BA,18000,125.69566
10004797,Politics,BA,19000,124.85714
10004797,Politics  and  International  Relations,BA,19000,106.6579
10004797,Primary  Education,BA,22000,153.75
10004797,Product  Design,BSc,18000,131
10004797,Product  Design,BA,18000,131.75
10004797,Product  Design,BA,18000,134.42857
10004797,Product  Design,BSc,18000,103.5
10004797,Property  Development  &  Planning,BSc,22000,119.5
10004797,Property  Development  &  Planning,BSc,22000,126.25
10004797,Property  Finance  and  Investment,BSc,22000,128
10004797,Property  Finance  and  Investment,BSc,22000,126.25
10004797,Psychology,BSc,18000,156.5
10004797,Psychology,BSc,18000,137.13043
10004797,Psychology  with  Criminology,BSc,17000,122
10004797,Psychology  with  Criminology,BSc,18000,153
10004797,Psychology  with  Sociology,BSc,18000,134
10004797,Psychology  with  Sociology,BSc,17000,124.85714
10004797,Quantity  Surveying  and  Commercial  Management,BSc,26000,118.92308
10004797,Quantity  Surveying  and  Commercial  Management,BSc,26000,118.92308
10004797,Quantity  Surveying  and  Commercial  Management,BSc,35000,0
10004797,Real  Estate,BSc,22000,96
10004797,Real  Estate,BSc,22000,105.375
10004797,Social  Work,BA,24000,147.75
10004797,Sociology,BA,18000,122.90909
10004797,Software  Engineering,BSc,22000,150.42857
10004797,Software  Engineering,BSc,22000,135.5
10004797,Spanish  and  Italian,BA,19000,114.14286
10004797,Sport  and  Exercise  Science,BSc,18000,154.90909
10004797,Sport  Engineering,MEng,26000,120.03571
10004797,Sport  Engineering,MEng,26000,120.03571
10004797,Sport  Engineering,BEng,26000,120.03571
10004797,Sport  Engineering,BEng,26000,120.03571
10004797,Sport  Exercise  Science,BSc,18000,151.5
10004797,Sport  Science  and  Management,BSc,18000,128
10004797,Sport  Science  and  Management,BSc,18000,134
10004797,Textile  Design,BA,18000,158.0625
10004797,Theatre  Design,BA,18000,151.5
10004797,TV  Production  Technology,BSc,17000,115.125
10004797,VFX  Production  Technology,BSc,17000,115.125
10004797,Wildlife  Conservation,BSc,20000,96
10004797,Wildlife  Conservation,BSc,20000,108
10004797,Youth  Justice,BA,18000,105
10004797,Youth  Studies,BA,24000,136.57143
10004797,Zoo  Biology,BSc,18000,163.33333
10004797,Zoo  Biology,BSc,18000,144
10007154,Accountancy,BSc,21000,144
10007154,Aerospace  Engineering,MEng,26000,167.77777
10007154,Aerospace  Engineering,BEng,26000,167.77777
10007154,Aerospace  Engineering  including  an  Industrial  Year,BEng,26000,167.77777
10007154,Aerospace  Engineering  including  an  Industrial  Year,MEng,26000,167.77777
10007154,Agricultural  and  Crop  Science,BSc,20000,157.125
10007154,Agricultural  and  Livestock  Science,BSc,20000,157.125
10007154,Agriculture,BSc,20000,157.125
10007154,American  and  Canadian  Literature  History  and  Culture,BA,18000,135.5
10007154,American  and  Canadian  Literature  History  and  Culture  (International  Study  with  Foundation  Year),BA,18000,135.94118
10007154,American  and  Canadian  Literature  History  and  Culture  (International  Study),BA,18000,133
10007154,American  Studies  and  Latin  American  Studies,BA,18000,135.94118
10007154,Ancient  History,BA,18000,128
10007154,Ancient  History  (with  Foundation  Year),BA,18000,153.54546
10007154,Ancient  History  and  History,BA,18000,146.14285
10007154,Animal  Science,BSc,18000,128
10007154,Archaeology,BA,18000,131.75
10007154,Archaeology,BSc,18000,140
10007154,Archaeology  (with  Foundation  Year),BA,18000,140
10007154,Architectural  Environment  Engineering,BEng,22000,132.09091
10007154,Architecture  (3yr),BArch,20000,171.53847
10007154,Architecture  and  Environmental  Design  (4  yr),MEng,20000,179.33333
10007154,Biblical  Studies  and  Theology,BA,20000,165
10007154,Biochemistry,BSc,20000,148.28572
10007154,Biochemistry,MSci,20000,155.66667
10007154,Biochemistry  and  Biological  Chemistry,BSc,20000,155.66667
10007154,Biochemistry  and  Biological  Chemistry,MSci,20000,172
10007154,Biochemistry  and  Molecular  Medicine,BSc,20000,172.85715
10007154,Biochemistry  and  Molecular  Medicine,MSci,20000,155.66667
10007154,Biology,MSci,18000,156.5
10007154,Biology,BSc,18000,147.75
10007154,Biotechnology,BSc,26000,140.5
10007154,Chemical  Engineering,BEng,27000,155.25
10007154,Chemical  Engineering,MEng,27000,167.5
10007154,Chemical  Engineering  including  an  Industrial  Year,MEng,27000,179.75
10007154,Chemical  Engineering  including  an  Industrial  Year,BEng,27000,169.54546
10007154,Chemical  Engineering  with  Environmental  Engineering,MEng,27000,169.54546
10007154,Chemical  Engineering  with  Environmental  Engineering,BEng,27000,169.54546
10007154,Chemical  Engineering  with  Environmental  Engineering  including  an  Industrial  Year,MEng,27000,169.54546
10007154,Chemical  Engineering  with  Environmental  Engineering  including  an  Industrial  Year,BEng,27000,169.54546
10007154,Chemistry,BSc,21000,148.375
10007154,Chemistry,MSci,21000,163.33333
10007154,Chemistry  with  a  Year  in  Industry,MSci,21000,167.5
10007154,Chemistry  with  an  International  Study  Year,MSci,21000,156.5
10007154,Civil  Engineering,BEng,26000,146.5
10007154,Civil  Engineering,MEng,26000,166.42857
10007154,Civil  Engineering  including  an  Industrial  Year,BEng,26000,155.875
10007154,Civil  Engineering  including  an  Industrial  Year,MEng,26000,155.875
10007154,Classical  Civilisation,BA,20000,140
10007154,Classical  Civilisation  (with  Foundation  Year),BA,20000,150
10007154,Classics,BA,20000,154.71428
10007154,Computer  Science,MSci,23000,169
10007154,Computer  Science,BSc,23000,156.11539
10007154,Computer  Science  and  Artificial  Intelligence  with  Year  in  Industry,BSc,23000,163.125
10007154,Computer  Science  including  International  Year,MSci,23000,170
10007154,Computer  Science  with  Artificial  Intelligence,MSci,23000,163.125
10007154,Computer  Science  with  Artificial  Intelligence,BSc,23000,163.125
10007154,Computer  Science  with  Artificial  Intelligence  including  International  Year,MSci,23000,163.125
10007154,Computer  Science  with  Year  in  Industry,BSc,23000,162.5
10007154,Criminology,BA,19000,141.88889
10007154,Criminology  and  Sociology,BA,19000,146.14285
10007154,Data  Science,BSc,23000,163.125
10007154,Economics,BSc,25000,180.73685
10007154,Economics  and  Econometrics,BSc,25000,198
10007154,Economics  and  International  Economics,BSc,25000,176
10007154,Electrical  and  Electronic  Engineering,MEng,25000,163.75
10007154,Electrical  and  Electronic  Engineering,BEng,25000,154
10007154,Electrical  and  Electronic  Engineering  including  an  Industrial  Year,BEng,25000,156
10007154,Electrical  and  Electronic  Engineering  including  an  Industrial  Year,MEng,25000,156
10007154,Electrical  and  Electronic  Engineering  with  a  Year  Abroad,MEng,25000,156
10007154,Electrical  and  Electronic  Engineering  with  a  Year  Abroad,BEng,25000,156
10007154,Electrical  Engineering,MEng,25000,156
10007154,Electrical  Engineering,BEng,25000,156
10007154,Electronic  and  Communications  Engineering,MEng,25000,156
10007154,Electronic  and  Communications  Engineering,BEng,25000,156
10007154,Electronic  and  Computer  Engineering,MEng,25000,156
10007154,Electronic  and  Computer  Engineering,BEng,25000,156
10007154,Electronic  Engineering,MEng,25000,156
10007154,Electronic  Engineering,BEng,25000,156
10007154,English,BA,18000,167.10527
10007154,English  Language  and  Literature,BA,18000,156.5
10007154,English  Language  and  Literature  (with  Foundation  Year),BA,18000,160.88235
10007154,English  with  Creative  Writing,BA,18000,170
10007154,Environmental  Biology,BSc,18000,128
10007154,Environmental  Engineering,MEng,27000,169.54546
10007154,Environmental  Engineering,BEng,27000,169.54546
10007154,Environmental  Engineering  including  an  Industrial  Year,MEng,27000,169.54546
10007154,Environmental  Engineering  including  an  Industrial  Year,BEng,27000,169.54546
10007154,Environmental  Geoscience,BSc,20000,155.25
10007154,Environmental  Science,BSc,20000,132.28572
10007154,Environmental  Science,MSci,20000,148.56522
10007154,Film  and  Television  Studies,BA,17000,135.5
10007154,Film  and  Television  Studies  (with  Foundation  Year),BA,17000,135.5
10007154,Financial  Mathematics,BSc,23000,144
10007154,Food  Science,BSc,22000,147.75
10007154,Food  Science,MSci,22000,144
10007154,French  Studies,BA,20000,128
10007154,French  Studies  (with  Foundation  Year),BA,20000,154
10007154,Genetics,BSc,18000,167.5
10007154,Genetics,MSci,18000,162.14285
10007154,Geography,BA,22000,153.13043
10007154,Geography,BSc,20000,154.55556
10007154,Geography  with  Business,BA,24000,151.5
10007154,German,BA,20000,137
10007154,German  (with  Foundation  Year),BA,20000,154
10007154,Hispanic  Studies,BA,22000,137.375
10007154,Hispanic  Studies  (with  Foundation  Year),BA,22000,147.75
10007154,Historical  Archaeology,BA,18000,140
10007154,History,BA,18000,163
10007154,History  (with  Foundation  Year),BA,18000,153.54546
10007154,History  and  History  of  Art,BA,18000,128
10007154,History  and  Politics,BA,18000,144
10007154,History  of  Art,BA,18000,135.5
10007154,History  of  Art  (with  Foundation  Year),BA,18000,153.54546
10007154,Humanistic  Counselling  Practice,BA,22000,103.5
10007154,Industrial  Economics,BSc,22000,152.90625
10007154,Integrated  Agricultural  Business  Management,BSc,20000,157.125
10007154,Integrated  Agricultural  Business  Management  with  Industrial  Placement  Award,BSc,20000,157.125
10007154,International  Agricultural  Science,BSc,20000,157.125
10007154,International  Environmental  Science,MSci,20000,148.56522
10007154,International  Environmental  Science,BSc,20000,148.56522
10007154,International  Management,BSc,22000,154.34483
10007154,International  Media  and  Communications  Studies,BA,20000,140.5
10007154,International  Media  and  Communications  Studies  (with  Foundation  Year),BA,20000,138
10007154,International  Relations  and  Global  Issues,MSci,20000,156
10007154,Latin,BA,20000,150
10007154,Law,BA,18000,181
10007154,Management,BSc,22000,153
10007154,Manufacturing  Engineering,MEng,26000,167.77777
10007154,Manufacturing  Engineering,BEng,26000,167.77777
10007154,Manufacturing  Engineering  including  an  Industrial  Year,BEng,26000,167.77777
10007154,Manufacturing  Engineering  including  an  Industrial  Year,MEng,26000,167.77777
10007154,Mathematical  Physics,MSci,24000,176
10007154,Mathematical  Physics,BSc,24000,165.625
10007154,Mathematics,MMath,23000,181.76923
10007154,Mathematics,BSc,23000,182.92308
10007154,Mathematics  (International  Study),BSc,23000,176
10007154,Mechanical  Engineering,BEng,26000,157.75
10007154,Mechanical  Engineering,MEng,26000,177.30435
10007154,Mechanical  Engineering  including  an  Industrial  Year,BEng,26000,167.77777
10007154,Mechanical  Engineering  including  an  Industrial  Year,MEng,26000,186
10007154,Mechanical  Engineering  with  Study  Abroad,MEng,26000,167.77777
10007154,Mechanical  Engineering  with  Study  Abroad,MEng,26000,167.77777
10007154,Mechanical  Engineering  with  Study  Abroad,BEng,26000,167.77777
10007154,Medical  Physiology  and  Therapeutics,BSc,22000,152.57143
10007154,Microbiology,BSc,18000,128
10007154,Midwifery  (Pre-registration),BSc,22000,167.5
10007154,Modern  European  Studies,BA,20000,128
10007154,Modern  Language  Studies,BA,20000,166
10007154,Modern  Language  Studies  (with  Foundation  Year),BA,20000,128
10007154,Modern  Languages,BA,20000,140.79411
10007154,Modern  Languages  (with  Foundation  Year),BA,20000,128
10007154,Modern  Languages  with  Business,BA,22000,136.57143
10007154,Music,BA,17000,160
10007154,Music  and  Music  Technology,BA,17000,160
10007154,Neuroscience,MSci,22000,165
10007154,Neuroscience,BSc,22000,147
10007154,Nursing  (Adult),BSc,22000,155.25
10007154,Nursing  (Mental  Health),BSc,22000,161.5
10007154,Nutrition,BSc,22000,154
10007154,Nutrition  and  Dietetics,MNutr,22000,152.57143
10007154,Pharmaceutical  Sciences  (with  a  Year  in  Industry),MSci,19000,160
10007154,Pharmacy,MPharm,19000,171.73914
10007154,Pharmacy  (with  Integrated  Pre-registration  Scheme),MPharm,19000,209.875
10007154,Philosophy,BA,19000,146.5
10007154,Philosophy  (with  Foundation  Year),BA,19000,145.95653
10007154,Physics,MSci,24000,185.47368
10007154,Physics,BSc,24000,166
10007154,Physics  with  Astronomy,MSci,24000,197
10007154,Physics  with  Astronomy,BSc,24000,157.33333
10007154,Physics  with  Medical  Physics,MSci,24000,181.625
10007154,Physics  with  Medical  Physics,BSc,24000,181.625
10007154,Physics  with  Nanoscience,BSc,24000,181.625
10007154,Physics  with  Nanoscience,MSci,24000,181.625
10007154,Physics  with  Theoretical  Astrophysics,MSci,24000,179
10007154,Physics  with  Theoretical  Astrophysics,BSc,24000,181.625
10007154,Physics  with  Theoretical  Physics,MSci,24000,176
10007154,Physics  with  Theoretical  Physics,BSc,24000,168.57143
10007154,Physiotherapy,BSc,22000,163.75
10007154,Plant  Science,BSc,18000,151.5
10007154,Politics  and  International  Relations,BA,20000,154.2
10007154,Product  Design  and  Manufacture,MEng,26000,144
10007154,Product  Design  and  Manufacture,BEng,26000,147
10007154,Product  Design  and  Manufacture  including  an  Industrial  Year,BEng,26000,167.77777
10007154,Product  Design  and  Manufacture  including  an  Industrial  Year,MEng,26000,167.77777
10007154,Product  Design  and  Manufacture  with  Study  Abroad,BEng,26000,167.77777
10007154,Product  Design  and  Manufacture  with  Study  Abroad,MEng,26000,167.77777
10007154,Psychology,MSci,18000,160
10007154,Psychology,BSc,18000,163.60001
10007154,Psychology  and  Cognitive  Neuroscience,BSc,18000,170.71428
10007154,Religion  Culture  and  Ethics,BA,20000,149
10007154,Russian  Studies,BA,20000,128
10007154,Russian  Studies  (with  Foundation  Year),BA,20000,128
10007154,Social  Work,BA,22000,144
10007154,Sociology,BA,19000,128
10007154,Sport  and  Exercise  Science,BSc,18000,147.75
10007154,Sport  Rehabilitation,BSc,18000,147.75
10007154,Statistics,BSc,23000,181
10007154,Theology  and  Religious  Studies,BA,20000,147.75
10007154,Theology  and  Religious  Studies  (with  Foundation  Year),BA,20000,149
10007154,Tropical  Biology,BSc,18000,150
10007154,Veterinary  Medicine  and  Veterinary  Surgery,BVMBVS,28000,181.83333
10007154,Veterinary  Medicine  including  a  Gateway  Year,BVMBVS,28000,150
10007154,Veterinary  Medicine  including  a  Preliminary  Year,BVMBVS,28000,160
10007154,Zoology,BSc,18000,151.5
10007154,Zoology,MSci,18000,163
10004930,Accounting  and  Economics,BSc,22000,124.5
10004930,Accounting  and  Finance,BSc,22000,124.5
10004930,Animal  Biology  and  Conservation,BSc,20000,123.25
10004930,Anthropology,BSc,27000,0
10004930,Anthropology,BSc,19000,117.625
10004930,Anthropology  and  Communication  Media  and  Culture,BA/BSc,27000,0
10004930,Anthropology  and  Criminology,BA/BSc,27000,0
10004930,Anthropology  and  Criminology,BA/BSc,19000,117.625
10004930,Anthropology  and  English  Literature,BA,27000,0
10004930,Anthropology  and  Geography,BA/BSc,27000,0
10004930,Anthropology  and  History,BA,27000,0
10004930,Anthropology  and  History  of  Art,BA,27000,0
10004930,Anthropology  and  International  Relations,BA/BSc,27000,0
10004930,Anthropology  and  Philosophy,BA/BSc,27000,0
10004930,Anthropology  and  Sociology,BA/BSc,27000,0
10004930,Applied  Languages,BA,19000,125.18182
10004930,Architecture,BA,21000,147.1579
10004930,Automotive  Engineering,MEng,26000,149.29411
10004930,Automotive  Engineering,BEng,26000,134.66667
10004930,Biological  Anthropology,BSc,19000,117.625
10004930,Biological  Anthropology,BSc,27000,0
10004930,Biological  Sciences,BSc,20000,118
10004930,Biology,BSc,20000,125.125
10004930,Biology,MBiol,20000,125.125
10004930,Biomedical  Science,BSc,20000,124
10004930,Business  and  Human  Resource  Management,BA,24000,112
10004930,Business  and  Management,BA,24000,119.69231
10004930,Business  and  Marketing  Management,BA,21000,120.82353
10004930,Business  Enterprise  and  Entrepreneurship,BA,24000,121.72973
10004930,Business  Management  and  International  Relations,BA,27000,0
10004930,Communication  Media  and  Culture,BA,18000,119.5
10004930,Communication  Media  and  Culture  and  International  Relations,BA/BSc,27000,0
10004930,Communication  Media  and  Culture  and  Politics,BA/BSc,27000,0
10004930,Communication  Media  and  Culture  and  Sociology,BA/BSc,27000,0
10004930,Computer  Science,BSc,25000,115.75
10004930,Computer  Science  for  Cyber  Security,BSc,25000,106.2
10004930,Computing  for  Robotic  Systems,BSc,25000,106.2
10004930,Construction  Project  Management,BSc,26000,118.42857
10004930,Creative  Music  Production,BA,17000,122.71429
10004930,Criminology,BSc,27000,0
10004930,Criminology,BSc,19000,117.625
10004930,Criminology  and  Education  Studies,BA/BSc,27000,0
10004930,Criminology  and  English  Literature,BA,27000,0
10004930,Criminology  and  International  Relations,BA/BSc,27000,0
10004930,Criminology  and  Politics,BA/BSc,27000,0
10004930,Criminology  and  Sociology,BA/BSc,27000,0
10004930,Digital  Media  Production,BSc,18000,117
10004930,Early  Childhood  Studies,BA,18000,133
10004930,Economics,BSc,27000,0
10004930,Economics,BSc,26000,119.05882
10004930,Economics  Finance  and  International  Business,BSc,26000,121
10004930,Economics  Finance  and  International  Business,BSc,27000,0
10004930,Economics  Politics  and  International  Relations,BA,27000,0
10004930,Economics  Politics  and  International  Relations,BA,26000,119.5
10004930,Education  Studies,BA,18000,123.25
10004930,English  Language  and  Communication,BA,18000,114.14286
10004930,English  Language  and  Communication  and  English  Literature,BA,18000,125.5
10004930,English  Literature,BA,18000,130.14285
10004930,English  Literature  with  Creative  Writing,BA,18000,125.5
10004930,Environmental  Sciences,BSc,19000,106
10004930,Events  Management,BA,21000,120.82353
10004930,Film  Studies,BA,18000,122
10004930,Film  Studies  and  Communication  Media  and  Culture,BA,18000,120.22581
10004930,Fine  Art,BA,17000,128
10004930,Foundation  Degree  in  Health  and  Social  Care,FdSc,25000,0
10004930,Foundation  Degree  in  Health  and  Social  Care,FdSc,22000,118.66666
10004930,Geography,BSc,20000,114.57143
10004930,Geography  and  International  Relations,BA/BSc,27000,0
10004930,History,BA,20000,126.5946
10004930,History  and  Criminology,BA,27000,0
10004930,History  and  International  Relations,BA,27000,0
10004930,History  and  Politics,BA,27000,0
10004930,History  of  Art,BA,20000,120.57143
10004930,History  of  Art  and  History,BA,20000,124.91666
10004930,Human  Biology,BSc,28000,0
10004930,Human  Biology,BSc,22000,121.23077
10004930,Information  Technology  Management  for  Business,BSc,25000,114.5
10004930,Interior  Architecture,BA,21000,167.5
10004930,International  Business  Management,BA,24000,112
10004930,International  Hospitality  Management,BSc,20000,128.625
10004930,International  Relations  and  Politics,BA,27000,0
10004930,International  Relations  and  Politics,BA,21000,115
10004930,International  Relations  and  Sociology,BA/BSc,27000,0
10004930,Japanese  Studies,BA,19000,124.5
10004930,Japanese  Studies  and  International  Relations,BA,27000,0
10004930,Law,LLB,19000,122.54054
10004930,Marketing  Management,BA,21000,120.82353
10004930,Mechanical  Engineering,BEng,26000,128
10004930,Mechanical  Engineering,MEng,26000,149.29411
10004930,Mechanical  Engineering,BSc,26000,149.29411
10004930,Medical  Science,BSc,28000,0
10004930,Medical  Science,BSc,22000,112
10004930,Midwifery,BSc,22000,139.25
10004930,Motorsport  Engineering,BEng,26000,151.5
10004930,Motorsport  Engineering,MEng,26000,149.29411
10004930,Motorsport  Technology,BSc,26000,148.28572
10004930,Music,BA,17000,123.25
10004930,Nursing  (Adult  and  Mental  Health),MSci,28000,0
10004930,Nursing  (Adult  and  Mental  Health),MSci,22000,134.81818
10004930,Nursing  (Adult),BSc,28000,0
10004930,Nursing  (Adult),BSc,28000,0
10004930,Nursing  (Adult),BSc,22000,134.81818
10004930,Nursing  (Adult),BSc,22000,134.81818
10004930,Nursing  (Children's),BSc,28000,0
10004930,Nursing  (Children's),BSc,22000,134.81818
10004930,Nursing  (Mental  Health  and  Child),MSci,28000,0
10004930,Nursing  (Mental  Health  and  Child),MSci,22000,134.81818
10004930,Nursing  (Mental  Health),BSc,28000,0
10004930,Nursing  (Mental  Health),BSc,22000,134.81818
10004930,Nutrition,BSc,28000,0
10004930,Nutrition,BSc,22000,120.33334
10004930,Occupational  Therapy,BSc,22000,150
10004930,Operating  Department  Practice,BSc,28000,0
10004930,Operating  Department  Practice,BSc,22000,112
10004930,Paramedic  Science,BSc,28000,0
10004930,Paramedic  Science,BSc,22000,134.81818
10004930,Philosophy,BA,20000,120.57143
10004930,Philosophy  and  International  Relations,BA/BSc,27000,0
10004930,Philosophy  and  Sociology,BA/BSc,27000,0
10004930,Physiotherapy,BSc,28000,0
10004930,Physiotherapy,BSc,22000,169
10004930,Planning  and  Property  Development,BA,25000,96
10004930,Politics  and  Philosophy,BA/BSc,27000,0
10004930,Politics  and  Sociology,BA/BSc,27000,0
10004930,Psychology,BSc,19000,132.05405
10004930,Publishing  Media,BA,19000,128
10004930,Quantity  Surveying  and  Commercial  Management,BSc,26000,114.14286
10004930,Real  Estate  Management,BSc,24000,124.14286
10004930,Social  Anthropology,BA,27000,0
10004930,Social  Anthropology,BA,19000,117.625
10004930,Social  Work,BA,27000,0
10004930,Social  Work,BA,27000,138
10004930,Sociology,BA,27000,0
10004930,Sociology,BA,19000,119.5
10004930,Sociology  and  Education  Studies,BA/BSc,27000,0
10004930,Sport  and  Exercise  Science,BSc,18000,122
10004930,Sport  Coaching  and  Physical  Education,BSc,20000,151.5
10004930,Urban  Design  Planning  and  Development,BA,25000,115
10007774,Ancient  and  Modern  History,BA,21000,219.25
10007774,Arabic  and  Islamic  Studies,BA,20000,176
10007774,Arabic  with  subsidiary  language,BA,20000,176
10007774,Beginners'  Modern  Greek  and  Czech  (with  Slovak),BA,22000,192
10007774,Biochemistry  (Molecular  and  Cellular),MBiochem,21000,221.42105
10007774,Biological  Sciences,BA,20000,213.71428
10007774,Biomedical  Engineering  (4  years),MEng,28000,231.5
10007774,Biomedical  Sciences,BA,21000,208
10007774,Chemical  Engineering  (4  years),MEng,28000,231.5
10007774,Chemistry,MChem,24000,231.77777
10007774,Chinese,BA,20000,224
10007774,Civil  Engineering  (4  years),MEng,28000,231.5
10007774,Classics,BA,25000,213.29411
10007774,Computer  Science  (3  or  4  years),MCompSci,25000,234
10007774,Czech  (with  Slovak)  and  Beginners'  Russian,BA,22000,192
10007774,Earth  Sciences  (4  years),MEarthSci,24000,219.25
10007774,Economics  and  Management,BA,31000,233.47368
10007774,Egyptology,BA,20000,199.5
10007774,Egyptology  and  Ancient  Near  Eastern  Studies,BA,20000,199.5
10007774,Electrical  Engineering  (4  years),MEng,28000,231.5
10007774,Engineering,MEng,28000,231.5
10007774,English  Language  and  Literature,BA,19000,205.125
10007774,Experimental  Psychology,BA,18000,231.5
10007774,Fine  Art,BA,18000,208
10007774,French,BA,22000,192
10007774,French  and  German,BA,23000,192
10007774,French  and  Italian,BA,21000,198
10007774,French  and  Spanish,BA,22000,211
10007774,Geography,BA,23000,212.28572
10007774,Geology,BA,24000,219.25
10007774,German,BA,22000,212.28572
10007774,Hebrew,BA,20000,199.5
10007774,History,BA,21000,206.25
10007774,History  and  Politics,BA,21000,218
10007774,History  of  Art,BA,21000,192
10007774,Human  Sciences,BA,22000,210.5
10007774,Information  Engineering  (4  years),MEng,28000,231.5
10007774,Japanese,BA,20000,192
10007774,Jurisprudence,BA,20000,211
10007774,Law  with  Law  Studies  in  Europe  (European  Law),BA,20000,214
10007774,Law  with  Law  Studies  in  Europe  (French  Law),BA,20000,214
10007774,Law  with  Law  Studies  in  Europe  (German  Law),BA,20000,214
10007774,Law  with  Law  Studies  in  Europe  (Italian  Law),BA,20000,214
10007774,Law  with  Law  Studies  in  Europe  (Spanish  Law),BA,20000,214
10007774,Materials  Science  (4  years),MEng,25000,236.5
10007774,Mathematics  (3  or  4  years),MMath,25000,235.25
10007774,Mathematics  and  Statistics  (3  or  4  years),MMath,25000,243.75
10007774,Mechanical  Engineering  (4  years),MEng,28000,231.5
10007774,Medicine,BM  BCh,30000,235.05263
10007774,Modern  Greek  and  Beginners'  Czech  (with  Slovak),BA,22000,192
10007774,Modern  Greek  and  Beginners'  Russian,BA,22000,192
10007774,Modern  Greek  and  Czech  (with  Slovak),BA,22000,192
10007774,Music,BA,18000,193.36363
10007774,Persian,BA,20000,176
10007774,Persian  with  subsidiary  language,BA,20000,176
10007774,Philosophy  Politics  and  Economics,BA,27000,225.66667
10007774,Physics  (4  years),MPhys,26000,235.59091
10007774,Russian,BA,22000,192
10007774,Russian  and  Beginners'  Czech  (with  Slovak),BA,22000,192
10007774,Russian  and  Beginners'  Modern  Greek,BA,22000,192
10007774,Russian  and  Czech  (with  Slovak),BA,22000,192
10007774,Russian  and  Modern  Greek,BA,22000,192
10007774,Russian  with  Polish,BA,22000,192
10007774,Sanskrit,BA,20000,199.5
10007774,Spanish,BA,22000,213
10007774,Spanish  and  Beginners'  Portuguese,BA,22000,213
10007774,Spanish  and  Portuguese,BA,22000,213
10007774,Theology  and  Religion,BA,20000,197
